probe_key_response,response_delay,thisPage_probe_time,probe_appeared,time_since_last_probe,condition,page,thisPage_display_time,time_spent_on_page,participant,gender,consent given,dateStr,
,,,,,,,,1.4925555999980133,,m,False,2023-03-22_18h38.35.625,
,,2.0429938999986916,83.86903059999895,7.730892700001277,SC,17.13.png,167.40964560000066,,,m,False,2023-03-22_18h38.35.625,
Unintentional Mind Wandering,1.2320565000009083,1.1668256000011752,170.04741759999888,85.60607789999995,SC,17.13.png,168.8805913000033,,,m,False,2023-03-22_18h38.35.625,
Intentional Mind Wandering,1.5928515000014158,0.6141433000011602,172.889565999998,1.6100752999991528,SC,17.13.png,172.27542450000328,,,m,False,2023-03-22_18h38.35.625,
,,,,,,,,8.61193959999946,,m,False,2023-03-22_18h38.35.625,
,,0.6141433000011602,172.889565999998,1.6100752999991528,SC,17.14.png,175.4700686000033,,,m,False,2023-03-22_18h38.35.625,
,,,,,,,,3.126448299997719,,m,False,2023-03-22_18h38.35.625,
,,0.6141433000011602,172.889565999998,1.6100752999991528,SC,17.15.png,177.49496390000058,,,m,False,2023-03-22_18h38.35.625,
,,,,,,,,1.7425867000019934,,m,False,2023-03-22_18h38.35.625,
,,0.6141433000011602,172.889565999998,1.6100752999991528,SC,17.16.png,180.61494140000286,,,m,False,2023-03-22_18h38.35.625,
,,,,,,,,1.41503830000147,,m,False,2023-03-22_18h38.35.625,
,,0.6141433000011602,172.889565999998,1.6100752999991528,SC,17.17.png,182.35853250000218,,,m,False,2023-03-22_18h38.35.625,
