probe_appeared,time_since_last_probe,response_delay,probe_key_response,condition,participant,gender,consent given,dateStr,
5.7306196999998065,5.730616800000462,1.119180800000322,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055EA640>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
6.854009900000165,0.004175600000053237,0.8118653999999879,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055EA7F0>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
7.667687899999692,0.0017801999993025674,0.31000089999997726,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055EA9D0>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
7.979314799999884,0.001590099999702943,0.19937109999955283,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055EABB0>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
8.180113800000072,0.0013913000002503395,0.17768579999938083,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055D7E50>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
8.359267499999987,0.0014368000001923065,0.19650409999940166,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055D7D00>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
8.557427099999586,0.001621000000341155,1.0874250000006214,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055D7B50>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
9.647299299999759,0.002415599999949336,0.3410476999997627,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055EAD30>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
9.989818199999718,0.0014402999995581922,0.19056110000019544,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055EA9A0>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
10.181991299999936,0.0015752999997857842,0.19836140000006708,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055EA3D0>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
10.381981599999563,0.0015981999995346996,0.18437450000055833,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055EA220>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
10.568110299999717,0.001722199999676377,0.17126550000011775,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055EA1F0>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
10.743552199999613,0.004146599999330647,0.1818862000000081,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055FC250>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
10.926931599999989,0.0014614000001529348,0.19151609999971697,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055FC430>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
11.125606499999776,0.00712420000036218,0.3778873000001113,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055FC610>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
11.505665900000167,0.002141699999810953,0.24282789999961096,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055FC850>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
11.7507071,0.0021786999996038503,0.1928421000002345,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055FCA30>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
11.945009799999752,0.0014236999995773658,0.17653919999975187,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055FCC10>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
12.123248299999432,0.0016695000003892346,0.1783437000003687,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055FCDF0>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
12.303334999999606,0.0017118999994636397,0.1743058000001838,<psychopy.hardware.keyboard.KeyPress object at 0x00000165055FCF70>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_12h01.36.104,
