page,time_spent_on_page,participant,gender,consent given,dateStr,
17.1.png,8.685811100000137,,m,True,2023-03-22_16h16.55.512,
17.2.png,2.519559299998946,,m,True,2023-03-22_16h16.55.512,
17.3.png,1.4574790000006033,,m,True,2023-03-22_16h16.55.512,
17.4.png,1.4307785000019067,,m,True,2023-03-22_16h16.55.512,
17.5.png,1.3219657000008738,,m,True,2023-03-22_16h16.55.512,
17.6.png,1.3455981000006432,,m,True,2023-03-22_16h16.55.512,
17.7.png,1.2311229999977513,,m,True,2023-03-22_16h16.55.512,
17.8.png,1.2537473000011232,,m,True,2023-03-22_16h16.55.512,
17.9.png,2.428356899999926,,m,True,2023-03-22_16h16.55.512,
17.10.png,1.4269048000023759,,m,True,2023-03-22_16h16.55.512,
17.11.png,1.7466115999995964,,m,True,2023-03-22_16h16.55.512,
17.12.png,1.5045284000007086,,m,True,2023-03-22_16h16.55.512,
17.13.png,1.3702995999992709,,m,True,2023-03-22_16h16.55.512,
17.14.png,1.3679421999986516,,m,True,2023-03-22_16h16.55.512,
17.15.png,1.375090600002295,,m,True,2023-03-22_16h16.55.512,
17.16.png,1.5411096999996516,,m,True,2023-03-22_16h16.55.512,
