probe_appeared,time_since_last_probe,response_delay,probe_key_response,condition,participant,gender,consent given,dateStr,
3.111986199997773,3.111987299998873,3.862870099997963,<psychopy.hardware.keyboard.KeyPress object at 0x000001154BCA8940>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_22h24.55.401,
8.640728699996544,1.6658389000003808,2.100965099998575,<psychopy.hardware.keyboard.KeyPress object at 0x000001151E9BA190>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_22h24.55.401,
12.045832600000722,1.3041083999996772,1.5158630999940215,<psychopy.hardware.keyboard.KeyPress object at 0x000001154BCC4250>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_22h24.55.401,
15.96976519999589,2.408032600003935,0.7269090000045253,<psychopy.hardware.keyboard.KeyPress object at 0x000001154BCC4C70>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_22h24.55.401,
17.702680799993686,1.005976100001135,1.550010500002827,<psychopy.hardware.keyboard.KeyPress object at 0x000001154BCD8580>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_22h24.55.401,
20.033765599997423,0.7810440000030212,0.8561805999997887,<psychopy.hardware.keyboard.KeyPress object at 0x000001154BCD8550>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_22h24.55.401,
21.520659999994677,0.6306786999994074,0.7752866000009817,<psychopy.hardware.keyboard.KeyPress object at 0x000001154BCD8CA0>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_22h24.55.401,
22.89076859999477,0.5947857999999542,0.7541707000054885,<psychopy.hardware.keyboard.KeyPress object at 0x000001154BCD81C0>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_22h24.55.401,
24.14560999999958,0.5006397000033758,0.7473440999965533,<psychopy.hardware.keyboard.KeyPress object at 0x000001154BCA8700>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_22h24.55.401,
25.860569299999042,0.9675833999936003,1.0553728000013507,<psychopy.hardware.keyboard.KeyPress object at 0x000001154BCC4940>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_22h24.55.401,
27.60950369999773,0.6935308000029181,0.6434445999984746,<psychopy.hardware.keyboard.KeyPress object at 0x000001154BCC4820>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_22h24.55.401,
28.721548299996357,0.46856860000116285,0.5035171999988961,<psychopy.hardware.keyboard.KeyPress object at 0x000001151E9BA490>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_22h24.55.401,
29.473509499999636,0.24841339999693446,0.5192167999994126,<psychopy.hardware.keyboard.KeyPress object at 0x000001154BCC4EE0>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_22h24.55.401,
30.17533829999593,0.18257850000372855,0.5027801000032923,<psychopy.hardware.keyboard.KeyPress object at 0x000001154BCD86A0>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_22h24.55.401,
30.945512399994186,0.26736410000012256,1.323629600003187,<psychopy.hardware.keyboard.KeyPress object at 0x000001154BCD8B80>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_22h24.55.401,
33.97740689999773,1.708234799996717,0.7163924999986193,<psychopy.hardware.keyboard.KeyPress object at 0x000001154BCD8A00>,SC,,"['m', 'f', 'n/a']",False,2023-03-14_22h24.55.401,
