page,time_spent_on_page,participant,gender,consent given,dateStr,
17.1.png,0.1778731999993397,,m,True,2023-03-22_13h39.37.851,
17.2.png,0.46812170000066544,,m,True,2023-03-22_13h39.37.851,
17.3.png,0.21293919999970967,,m,True,2023-03-22_13h39.37.851,
17.4.png,0.1969504999997298,,m,True,2023-03-22_13h39.37.851,
17.5.png,0.18603260000054433,,m,True,2023-03-22_13h39.37.851,
17.6.png,0.18299610000030953,,m,True,2023-03-22_13h39.37.851,
17.7.png,0.20685059999959776,,m,True,2023-03-22_13h39.37.851,
17.8.png,0.2681044999999358,,m,True,2023-03-22_13h39.37.851,
17.9.png,0.2519455999999991,,m,True,2023-03-22_13h39.37.851,
17.10.png,0.24700730000040494,,m,True,2023-03-22_13h39.37.851,
17.11.png,0.24187419999998383,,m,True,2023-03-22_13h39.37.851,
17.12.png,0.18811989999994694,,m,True,2023-03-22_13h39.37.851,
17.13.png,0.2008347999999387,,m,True,2023-03-22_13h39.37.851,
17.14.png,0.19195789999957924,,m,True,2023-03-22_13h39.37.851,
17.15.png,0.21926210000037827,,m,True,2023-03-22_13h39.37.851,
17.16.png,0.2140754999991259,,m,True,2023-03-22_13h39.37.851,
