page,time_spent_on_page,participant,gender,consent given,dateStr,
17.1.png,6.292362799999864,xfgvdf,m,True,2023-03-22_13h51.10.511,
17.2.png,1.2629548000004434,xfgvdf,m,True,2023-03-22_13h51.10.511,
17.3.png,1.3520023000000947,xfgvdf,m,True,2023-03-22_13h51.10.511,
17.4.png,16.9166165000006,xfgvdf,m,True,2023-03-22_13h51.10.511,
17.5.png,1.0409333999996306,xfgvdf,m,True,2023-03-22_13h51.10.511,
17.6.png,1.2149906999993618,xfgvdf,m,True,2023-03-22_13h51.10.511,
17.7.png,1.188869500000692,xfgvdf,m,True,2023-03-22_13h51.10.511,
17.8.png,1.1723541999999725,xfgvdf,m,True,2023-03-22_13h51.10.511,
17.9.png,1.27164300000004,xfgvdf,m,True,2023-03-22_13h51.10.511,
17.10.png,1.156988800000363,xfgvdf,m,True,2023-03-22_13h51.10.511,
17.11.png,1.2749822999994649,xfgvdf,m,True,2023-03-22_13h51.10.511,
17.12.png,1.3119492000005266,xfgvdf,m,True,2023-03-22_13h51.10.511,
17.13.png,1.1839293000002726,xfgvdf,m,True,2023-03-22_13h51.10.511,
17.14.png,1.6119359999993321,xfgvdf,m,True,2023-03-22_13h51.10.511,
17.15.png,1.4692910000003394,xfgvdf,m,True,2023-03-22_13h51.10.511,
17.16.png,1.3176204999999754,xfgvdf,m,True,2023-03-22_13h51.10.511,
