page,thisPage_display_time,probe_key_response,thisPage_probe_time,probe_appeared,time_since_last_probe,response_delay,condition,participant,gender,consent given,dateStr,
17.1.png,2.525180900003761,Intentional Mind Wandering,121.50819120000233,124.03335849998984,124.0333524000016,2.4656150999944657,PC,,m,False,2023-04-14_14h25.35.981,
