probe_appeared,time_since_last_probe,response_delay,probe_key_response,condition,participant,gender,consent given,dateStr,
1.2087868000016897,1.208785100003297,1.595991199996206,<psychopy.hardware.keyboard.KeyPress object at 0x000001B3817443A0>,SC,,m,False,2023-03-13_14h58.29.242,
2.8097497999988263,0.004931500006932765,1.5211135999998078,<psychopy.hardware.keyboard.KeyPress object at 0x000001B381744B80>,SC,,m,False,2023-03-13_14h58.29.242,
4.337859600003867,0.006963800005905796,0.4569954999969923,<psychopy.hardware.keyboard.KeyPress object at 0x000001B381744D60>,SC,,m,False,2023-03-13_14h58.29.242,
4.803052100003697,0.0081655000030878,0.3668063999939477,<psychopy.hardware.keyboard.KeyPress object at 0x000001B381744F40>,SC,,m,False,2023-03-13_14h58.29.242,
5.178310000002966,0.008421300000918563,0.33055659999808995,<psychopy.hardware.keyboard.KeyPress object at 0x000001B38175F130>,SC,,m,False,2023-03-13_14h58.29.242,
5.510458800003107,0.0015596000012010336,0.3174220000000787,<psychopy.hardware.keyboard.KeyPress object at 0x000001B38175F340>,SC,,m,False,2023-03-13_14h58.29.242,
5.831091500003822,0.0031784000020707026,0.21278089999395888,<psychopy.hardware.keyboard.KeyPress object at 0x000001B38175F520>,SC,,m,False,2023-03-13_14h58.29.242,
6.046398300000874,0.0024945999975898303,0.20248910000373144,<psychopy.hardware.keyboard.KeyPress object at 0x000001B38175F700>,SC,,m,False,2023-03-13_14h58.29.242,
6.250476400004118,0.0015570000032312237,0.18846599999960745,<psychopy.hardware.keyboard.KeyPress object at 0x000001B381744BE0>,SC,,m,False,2023-03-13_14h58.29.242,
6.445608900001389,0.006630900003074203,0.1882984999974724,<psychopy.hardware.keyboard.KeyPress object at 0x000001B381744C10>,SC,,m,False,2023-03-13_14h58.29.242,
6.635550799997873,0.0016075000021373853,0.18035000000236323,<psychopy.hardware.keyboard.KeyPress object at 0x000001B3817444F0>,SC,,m,False,2023-03-13_14h58.29.242,
6.817400899999484,0.0014685999994981103,0.1895278000010876,<psychopy.hardware.keyboard.KeyPress object at 0x000001B381744730>,SC,,m,False,2023-03-13_14h58.29.242,
7.008393000003707,0.0014283999989856966,0.18154149999463698,<psychopy.hardware.keyboard.KeyPress object at 0x000001B38175F880>,SC,,m,False,2023-03-13_14h58.29.242,
7.191490099998191,0.0015239000058500096,0.1764485000021523,<psychopy.hardware.keyboard.KeyPress object at 0x000001B38175F0A0>,SC,,m,False,2023-03-13_14h58.29.242,
7.369497300001967,0.001528200002212543,0.17146520000096643,<psychopy.hardware.keyboard.KeyPress object at 0x000001B38175F9A0>,SC,,m,False,2023-03-13_14h58.29.242,
7.542517100002442,0.0015246000039041974,0.4755345000012312,<psychopy.hardware.keyboard.KeyPress object at 0x000001B38175FB80>,SC,,m,False,2023-03-13_14h58.29.242,
8.026024799997685,0.007941999996546656,0.47806920000584796,<psychopy.hardware.keyboard.KeyPress object at 0x000001B38175FD60>,SC,,m,False,2023-03-13_14h58.29.242,
8.505677599998307,0.0015507999996771105,0.4644324000037159,<psychopy.hardware.keyboard.KeyPress object at 0x000001B38175FF40>,SC,,m,False,2023-03-13_14h58.29.242,
8.977563300002657,0.0074216000066371635,0.46562180000182707,<psychopy.hardware.keyboard.KeyPress object at 0x000001B38176D130>,SC,,m,False,2023-03-13_14h58.29.242,
9.449913800002832,0.00669690000358969,0.4122907999990275,<psychopy.hardware.keyboard.KeyPress object at 0x000001B38176D340>,SC,,m,False,2023-03-13_14h58.29.242,
9.86671860000206,0.004483299999265,0.1904973999990034,<psychopy.hardware.keyboard.KeyPress object at 0x000001B38176D520>,SC,,m,False,2023-03-13_14h58.29.242,
10.061150499997893,0.0038978999946266413,0.18104350000066916,<psychopy.hardware.keyboard.KeyPress object at 0x000001B38176D700>,SC,,m,False,2023-03-13_14h58.29.242,
10.243581200003973,0.001357000001007691,0.1826199999995879,<psychopy.hardware.keyboard.KeyPress object at 0x000001B38176D8E0>,SC,,m,False,2023-03-13_14h58.29.242,
10.427682699999423,0.00144680000084918,0.27555109999957494,<psychopy.hardware.keyboard.KeyPress object at 0x000001B38176DAC0>,SC,,m,False,2023-03-13_14h58.29.242,
10.704932699998608,0.0016629999954602681,1.0263294000033056,<psychopy.hardware.keyboard.KeyPress object at 0x000001B38176DCA0>,SC,,m,False,2023-03-13_14h58.29.242,
11.735094200004824,0.003800099999352824,2.652437299999292,<psychopy.hardware.keyboard.KeyPress object at 0x000001B38176DE80>,SC,,m,False,2023-03-13_14h58.29.242,
14.395327800004452,0.007758300002024043,0.9303883999964455,<psychopy.hardware.keyboard.KeyPress object at 0x000001B38176D610>,SC,,m,False,2023-03-13_14h58.29.242,
