probe_appeared,time_since_last_probe,response_delay,probe_key_response,condition,participant,gender,consent given,dateStr,
1.7602544999972451,1.7602518000057898,1.2930442999931984,<psychopy.hardware.keyboard.KeyPress object at 0x000001BA86A089A0>,SC,,"['m', 'f', 'n/a']",False,2023-03-13_18h06.13.796,
4.908366199990269,1.8550326999975368,0.9110175000096206,<psychopy.hardware.keyboard.KeyPress object at 0x000001BA86A1C310>,SC,,"['m', 'f', 'n/a']",False,2023-03-13_18h06.13.796,
6.243401299987454,0.42398569999204483,2.8280337000032887,<psychopy.hardware.keyboard.KeyPress object at 0x000001BA86A1C4F0>,SC,,"['m', 'f', 'n/a']",False,2023-03-13_18h06.13.796,
9.55946029999177,0.48799209999560844,0.8640306000015698,<psychopy.hardware.keyboard.KeyPress object at 0x000001BA86A1C5B0>,SC,,"['m', 'f', 'n/a']",False,2023-03-13_18h06.13.796,
10.933513899988611,0.5099909999989904,1.0330212999979267,<psychopy.hardware.keyboard.KeyPress object at 0x000001BA86A1C8B0>,SC,,"['m', 'f', 'n/a']",False,2023-03-13_18h06.13.796,
12.855517799995141,0.8889457000041148,0.8840685000031954,<psychopy.hardware.keyboard.KeyPress object at 0x000001BA86A1CA90>,SC,,"['m', 'f', 'n/a']",False,2023-03-13_18h06.13.796,
14.475592399991001,0.7359700000088196,0.3949958000011975,<psychopy.hardware.keyboard.KeyPress object at 0x000001BA86A08EB0>,SC,,"['m', 'f', 'n/a']",False,2023-03-13_18h06.13.796,
15.200662799994461,0.33003920000919607,0.3500365999934729,<psychopy.hardware.keyboard.KeyPress object at 0x000001BA86A089D0>,SC,,"['m', 'f', 'n/a']",False,2023-03-13_18h06.13.796,
15.87771879999491,0.3269836999970721,0.3030030999943847,<psychopy.hardware.keyboard.KeyPress object at 0x000001BA86A1C850>,SC,,"['m', 'f', 'n/a']",False,2023-03-13_18h06.13.796,
16.476726900000358,0.29596719999972265,0.33899139999994077,<psychopy.hardware.keyboard.KeyPress object at 0x000001BA86A1C550>,SC,,"['m', 'f', 'n/a']",False,2023-03-13_18h06.13.796,
17.112719099997776,0.2969650000013644,0.27899919998890255,<psychopy.hardware.keyboard.KeyPress object at 0x000001BA86A1C520>,SC,,"['m', 'f', 'n/a']",False,2023-03-13_18h06.13.796,
17.594745700000203,0.2029979000071762,0.3599761999939801,<psychopy.hardware.keyboard.KeyPress object at 0x000001BA86A1C100>,SC,,"['m', 'f', 'n/a']",False,2023-03-13_18h06.13.796,
