probe_appeared,time_since_last_probe,response_delay,probe_key_response,condition,participant,gender,consent given,dateStr,
2.470163499994669,2.470168100000592,1.138315700009116,<psychopy.hardware.keyboard.KeyPress object at 0x0000025689458E80>,SC,keys,m,False,2023-03-21_14h59.36.473,
4.822104999999283,1.213585300007253,0.7362654000025941,<psychopy.hardware.keyboard.KeyPress object at 0x0000025689458B20>,SC,keys,m,False,2023-03-21_14h59.36.473,
