page,thisPage_display_time,time_spent_on_page,probe_key_response,thisPage_probe_time,probe_appeared,time_since_last_probe,response_delay,condition,participant,gender,consent given,dateStr,
17.1.png,1.399584800004959,1.964028699992923,,,,,,,,m,False,2023-04-14_14h50.32.171,
17.2.png,2.1016608999925666,0.7770406999916304,,,,,,,,m,False,2023-04-14_14h50.32.171,
17.3.png,2.8793680999951903,9.140964199992595,,,,,,,,m,False,2023-04-14_14h50.32.171,
17.4.png,12.02040969999507,,Intentional Mind Wandering,0.0010649000178091228,12.021464500023285,0.1393437999940943,2.2437506999995094,PC,,m,False,2023-04-14_14h50.32.171,
,,3.020781299972441,,,,,,,,m,False,2023-04-14_14h50.32.171,
17.5.png,15.040678099991055,11.179782999999588,,,,,,,,m,False,2023-04-14_14h50.32.171,
17.6.png,26.22301679998054,,Intentional Mind Wandering,0.002542600006563589,26.225546400004532,0.1428038000012748,2.3704382000141777,PC,,m,False,2023-04-14_14h50.32.171,
,,3.0166022999910638,,,,,,,,m,False,2023-04-14_14h50.32.171,
17.7.png,29.237704700004542,0.6006615000078455,,,,,,,,m,False,2023-04-14_14h50.32.171,
17.8.png,29.83801819998189,2.842920700000832,,,,,,,,m,False,2023-04-14_14h50.32.171,
17.9.png,32.682928599999286,4.972683300002245,,,,,,,,m,False,2023-04-14_14h50.32.171,
17.10.png,37.65379630000098,0.7719256000127643,,,,,,,,m,False,2023-04-14_14h50.32.171,
17.11.png,38.42569760000333,6.9713242999860086,,,,,,,,m,False,2023-04-14_14h50.32.171,
17.12.png,45.39735959999962,,Intentional Mind Wandering,0.0053878999897278845,45.40273430000525,0.1437005999905523,1.1625429000123404,PC,,m,False,2023-04-14_14h50.32.171,
,,1.9696438999962993,,,,,,,,m,False,2023-04-14_14h50.32.171,
17.13.png,47.36702439998044,0.235964999999851,,,,,,,,m,False,2023-04-14_14h50.32.171,
17.14.png,47.60023999999976,0.23972070001764223,,,,,,,,m,False,2023-04-14_14h50.32.171,
17.15.png,47.840534199989634,0.24606259999563918,,,,,,,,m,False,2023-04-14_14h50.32.171,
17.16.png,48.0861092999985,0.29459700000006706,,,,,,,,m,False,2023-04-14_14h50.32.171,
