probe_appeared,time_since_last_probe,response_delay,probe_key_response,condition,participant,gender,consent given,dateStr,
3.0483070999907795,3.048306100012269,0.982021400006488,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E049D0>,SC,,m,False,2023-03-13_18h03.48.961,
4.035729299997911,0.005365300006815232,0.8786915999953635,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E04B80>,SC,,m,False,2023-03-13_18h03.48.961,
4.9158536000031745,0.0013955000031273812,0.35258899998734705,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E04D60>,SC,,m,False,2023-03-13_18h03.48.961,
5.2699547999945935,0.0014796000032220036,0.30151520000072196,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E04F40>,SC,,m,False,2023-03-13_18h03.48.961,
5.573042099989834,0.0015350999892689288,0.22247930000594351,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E20130>,SC,,m,False,2023-03-13_18h03.48.961,
5.797067899999092,0.0015134999994188547,0.21142849999887403,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E20340>,SC,,m,False,2023-03-13_18h03.48.961,
6.015390300002764,0.006864099996164441,0.18711509999411646,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E20520>,SC,,m,False,2023-03-13_18h03.48.961,
6.209851999999955,0.007313199996133335,0.18365320000157226,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E20700>,SC,,m,False,2023-03-13_18h03.48.961,
6.394938899989938,0.0013961000076960772,1.4926173000130802,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E04D00>,SC,,m,False,2023-03-13_18h03.48.961,
7.890688599989517,0.0030944999889470637,0.3768655000021681,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E048B0>,SC,,m,False,2023-03-13_18h03.48.961,
8.272647299992968,0.005060600000433624,0.49189980000664946,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E044F0>,SC,,m,False,2023-03-13_18h03.48.961,
8.766344599993317,0.0017598999984329566,0.429197400007979,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E04460>,SC,,m,False,2023-03-13_18h03.48.961,
9.203851099999156,0.008275800006231293,1.8657652999972925,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E208B0>,SC,,m,False,2023-03-13_18h03.48.961,
11.071436400001403,0.0017829999997047707,0.515157799993176,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E20040>,SC,,m,False,2023-03-13_18h03.48.961,
11.58818120000069,0.001549200009321794,0.5304250999906799,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E20910>,SC,,m,False,2023-03-13_18h03.48.961,
12.120083399990108,0.0014454000047408044,0.4155816000129562,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E20B80>,SC,,m,False,2023-03-13_18h03.48.961,
12.537234000003082,0.001532300011604093,0.4204221999971196,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E20D60>,SC,,m,False,2023-03-13_18h03.48.961,
12.959149199989042,0.0014602000010199845,0.4045433999999659,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E20F40>,SC,,m,False,2023-03-13_18h03.48.961,
13.365212599994265,0.0014879999944241717,0.433494700002484,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E2F130>,SC,,m,False,2023-03-13_18h03.48.961,
13.800102900000638,0.0013638000091305003,0.3856369999994058,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E2F340>,SC,,m,False,2023-03-13_18h03.48.961,
14.19050270000298,0.0047307000058935955,0.38823389999743085,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E2F520>,SC,,m,False,2023-03-13_18h03.48.961,
14.580163199992967,0.0013946999970357865,0.36758130000089295,<psychopy.hardware.keyboard.KeyPress object at 0x000001E159E2F700>,SC,,m,False,2023-03-13_18h03.48.961,
