page,time_spent_on_page,participant,gender,consent given,dateStr,
17.1.png,0.25291509999988193,,m,False,2023-03-22_13h38.32.647,
17.2.png,0.3780983999995442,,m,False,2023-03-22_13h38.32.647,
17.3.png,2.680904699999701,,m,False,2023-03-22_13h38.32.647,
17.4.png,1.0160005999996429,,m,False,2023-03-22_13h38.32.647,
17.5.png,0.4099525999999969,,m,False,2023-03-22_13h38.32.647,
17.6.png,1.5279982000001837,,m,False,2023-03-22_13h38.32.647,
17.7.png,1.9339265999997224,,m,False,2023-03-22_13h38.32.647,
17.8.png,0.3329206999997041,,m,False,2023-03-22_13h38.32.647,
17.9.png,0.2986971000000267,,m,False,2023-03-22_13h38.32.647,
17.10.png,0.2913209000007555,,m,False,2023-03-22_13h38.32.647,
17.11.png,0.31089019999944867,,m,False,2023-03-22_13h38.32.647,
17.12.png,0.29185839999991003,,m,False,2023-03-22_13h38.32.647,
17.13.png,0.3161085000001549,,m,False,2023-03-22_13h38.32.647,
17.14.png,0.2749698999996326,,m,False,2023-03-22_13h38.32.647,
17.15.png,0.28895700000066427,,m,False,2023-03-22_13h38.32.647,
17.16.png,0.27913510000053066,,m,False,2023-03-22_13h38.32.647,
