page,time_spent_on_page,participant,gender,consent given,dateStr,
17.1.png,8.86564559999897,,m,True,2023-03-22_16h26.10.782,
17.2.png,1.2552141999985906,,m,True,2023-03-22_16h26.10.782,
17.3.png,1.2488379999995232,,m,True,2023-03-22_16h26.10.782,
17.4.png,1.1520650000020396,,m,True,2023-03-22_16h26.10.782,
17.5.png,1.1479653999995207,,m,True,2023-03-22_16h26.10.782,
17.6.png,1.2332956999998714,,m,True,2023-03-22_16h26.10.782,
17.7.png,1.6398422999991453,,m,True,2023-03-22_16h26.10.782,
17.8.png,1.7276687000012316,,m,True,2023-03-22_16h26.10.782,
17.9.png,1.798371799999586,,m,True,2023-03-22_16h26.10.782,
17.10.png,1.4765232000027027,,m,True,2023-03-22_16h26.10.782,
17.11.png,1.5880675000007614,,m,True,2023-03-22_16h26.10.782,
17.12.png,2.0389146999987133,,m,True,2023-03-22_16h26.10.782,
17.13.png,2.133107600002404,,m,True,2023-03-22_16h26.10.782,
17.14.png,2.2197378000018944,,m,True,2023-03-22_16h26.10.782,
17.15.png,1.2499405999988085,,m,True,2023-03-22_16h26.10.782,
17.16.png,1.2451766000012867,,m,True,2023-03-22_16h26.10.782,
